2024-01-01 12:20:00,87,26
2024-01-01 12:20:01,31,18
2024-01-01 12:20:02,31,47
2024-01-01 12:20:03,16,39
2024-01-01 12:20:04,16,74
2024-01-01 12:20:05,16,34
2024-01-01 12:20:06,57,62
2024-01-01 12:20:07,57,87
2024-01-01 12:20:08,57,24
2024-01-01 12:20:09,57,59
2024-01-01 12:20:10,29,57
2024-01-01 12:20:11,29,69
2024-01-01 12:20:12,29,15
2024-01-01 12:20:13,29,43
2024-01-01 12:20:14,29,33
2024-01-01 12:20:15,34,52
2024-01-01 12:20:16,34,89
2024-01-01 12:20:17,34,42
2024-01-01 12:20:18,34,98
2024-01-01 12:20:19,34,29
2024-01-01 12:20:20,34,92
2024-01-01 12:20:21,42,22
2024-01-01 12:20:22,42,98
2024-01-01 12:20:23,42,47
2024-01-01 12:20:24,42,33
2024-01-01 12:20:25,42,29
2024-01-01 12:20:26,42,17
2024-01-01 12:20:27,42,82
2024-01-01 12:20:28,17,31
2024-01-01 12:20:29,17,28
2024-01-01 12:20:30,17,16
2024-01-01 12:20:31,17,34
2024-01-01 12:20:32,17,11
2024-01-01 12:20:33,17,69
2024-01-01 12:20:34,17,71
2024-01-01 12:20:35,17,81
2024-01-01 12:20:36,53,29
2024-01-01 12:20:37,53,52
2024-01-01 12:20:38,53,11
2024-01-01 12:20:39,53,12
2024-01-01 12:20:40,53,73
2024-01-01 12:20:41,53,58
2024-01-01 12:20:42,53,17
2024-01-01 12:20:43,53,89
2024-01-01 12:20:44,53,82
2024-01-01 12:20:45,71,11
2024-01-01 12:20:46,71,43
2024-01-01 12:20:47,71,16
2024-01-01 12:20:48,71,59
2024-01-01 12:20:49,71,75
2024-01-01 12:20:50,71,19
2024-01-01 12:20:51,71,24
2024-01-01 12:20:52,71,37
2024-01-01 12:20:53,71,48
2024-01-01 12:20:54,71,57
2024-01-01 12:20:55,13,17
2024-01-01 12:20:56,13,12
2024-01-01 12:20:57,13,59
2024-01-01 12:20:58,13,68
2024-01-01 12:20:59,13,39
2024-01-01 12:21:00,13,69
2024-01-01 12:21:01,13,58
2024-01-01 12:21:02,13,75
2024-01-01 12:21:03,13,15
2024-01-01 12:21:04,13,71
2024-01-01 12:21:05,13,28
2024-01-01 12:21:06,18,53
2024-01-01 12:21:07,18,94
2024-01-01 12:21:08,18,22
2024-01-01 12:21:09,18,69
2024-01-01 12:21:10,18,98
2024-01-01 12:21:11,18,12
2024-01-01 12:21:12,18,29
2024-01-01 12:21:13,18,47
2024-01-01 12:21:14,18,33
2024-01-01 12:21:15,18,52
2024-01-01 12:21:16,18,83
2024-01-01 12:21:17,18,54
2024-01-01 12:21:18,74,56
2024-01-01 12:21:19,74,12
2024-01-01 12:21:20,74,52
2024-01-01 12:21:21,74,54
2024-01-01 12:21:22,74,86
2024-01-01 12:21:23,74,82
2024-01-01 12:21:24,74,83
2024-01-01 12:21:25,74,26
2024-01-01 12:21:26,74,18
2024-01-01 12:21:27,74,87
2024-01-01 12:21:28,74,94
2024-01-01 12:21:29,74,17
2024-01-01 12:21:30,74,98
2024-01-01 12:21:31,47,77
2024-01-01 12:21:32,47,33
2024-01-01 12:21:33,47,75
2024-01-01 12:21:34,47,17
2024-01-01 12:21:35,47,73
2024-01-01 12:21:36,47,94
2024-01-01 12:21:37,47,29
2024-01-01 12:21:38,47,53
2024-01-01 12:21:39,47,26
2024-01-01 12:21:40,47,89
2024-01-01 12:21:41,47,22
2024-01-01 12:21:42,47,12
2024-01-01 12:21:43,47,98
2024-01-01 12:21:44,47,52
2024-01-01 12:21:45,26,89
2024-01-01 12:21:46,26,57
2024-01-01 12:21:47,26,17
2024-01-01 12:21:48,26,69
2024-01-01 12:21:49,26,53
2024-01-01 12:21:50,26,29
2024-01-01 12:21:51,26,75
2024-01-01 12:21:52,26,94
2024-01-01 12:21:53,26,33
2024-01-01 12:21:54,26,15
2024-01-01 12:21:55,26,98
2024-01-01 12:21:56,26,77
2024-01-01 12:21:57,26,71
2024-01-01 12:21:58,26,73
2024-01-01 12:21:59,26,52
2024-01-01 12:22:00,69,68
2024-01-01 12:22:01,69,56
2024-01-01 12:22:02,69,71
2024-01-01 12:22:03,69,34
2024-01-01 12:22:04,69,28
2024-01-01 12:22:05,69,81
2024-01-01 12:22:06,69,11
2024-01-01 12:22:07,69,32
2024-01-01 12:22:08,69,37
2024-01-01 12:22:09,69,57
2024-01-01 12:22:10,69,19
2024-01-01 12:22:11,69,24
2024-01-01 12:22:12,69,39
2024-01-01 12:22:13,69,59
2024-01-01 12:22:14,69,48
2024-01-01 12:22:15,69,74
2024-01-01 12:22:16,56,17
2024-01-01 12:22:17,56,47
2024-01-01 12:22:18,56,89
2024-01-01 12:22:19,56,82
2024-01-01 12:22:20,56,26
2024-01-01 12:22:21,56,92
2024-01-01 12:22:22,56,54
2024-01-01 12:22:23,56,53
2024-01-01 12:22:24,56,12
2024-01-01 12:22:25,56,73
2024-01-01 12:22:26,56,52
2024-01-01 12:22:27,56,29
2024-01-01 12:22:28,56,94
2024-01-01 12:22:29,56,77
2024-01-01 12:22:30,56,87
2024-01-01 12:22:31,56,32
2024-01-01 12:22:32,56,58
2024-01-01 12:22:33,75,42
2024-01-01 12:22:34,75,59
2024-01-01 12:22:35,75,57
2024-01-01 12:22:36,75,74
2024-01-01 12:22:37,75,16
2024-01-01 12:22:38,75,31
2024-01-01 12:22:39,75,85
2024-01-01 12:22:40,75,81
2024-01-01 12:22:41,75,34
2024-01-01 12:22:42,75,11
2024-01-01 12:22:43,75,48
2024-01-01 12:22:44,75,37
2024-01-01 12:22:45,75,28
2024-01-01 12:22:46,75,38
2024-01-01 12:22:47,75,24
2024-01-01 12:22:48,75,62
2024-01-01 12:22:49,75,68
2024-01-01 12:22:50,75,19
2024-01-01 12:22:51,38,89
2024-01-01 12:22:52,38,47
2024-01-01 12:22:53,38,98
2024-01-01 12:22:54,38,73
2024-01-01 12:22:55,38,92
2024-01-01 12:22:56,38,53
2024-01-01 12:22:57,38,52
